Volume,Budget,Year,Credit_limit,Product_type,Legalstatus,Payment_type
70.68,107.36,2019,500,Diesel,Sole_Trader,Direct_Debit
168.61,250.02,2019,2400,Diesel,Limited_Company,Direct_Debit
65.93,105.17,2019,750,Diesel,Limited_Company,Direct_Debit
60.3,86.33,2019,600,Diesel,Sole_Trader,Direct_Debit
67,97.36,2019,800,Diesel,Sole_Trader,Direct_Debit
216.2,324.32,2019,2400,Diesel,Limited_Company,Direct_Debit
54.38,81.29,2019,500,Petrol,Partnership,Direct_Debit
116.85,176.77,2019,1200,Diesel,Limited_Company,Direct_Debit
64.74,110.88,2019,700,Diesel,Limited_Company,Direct_Debit
28.55,41.85,2019,400,Diesel,Limited_Company,Direct_Debit
220.22,320.67,2019,4500,Diesel,Limited_Company,Direct_Debit
53.6,81.25,2019,1300,Diesel,Sole_Trader,Direct_Debit
53.95,80.03,2019,500,Diesel,Sole_Trader,Direct_Debit
57.1,83.67,2019,1500,Diesel,Limited_Company,Direct_Debit
104.63,158.28,2019,1200,Diesel,Sole_Trader,Direct_Debit
191.53,291.21,2019,2500,Diesel,Sole_Trader,Direct_Debit
130.74,209.5,2019,1000,Diesel,Limited_Company,Direct_Debit
151.31,250.9,2019,1500,Diesel,Limited_Company,Direct_Debit
44.46,66.32,2019,500,Diesel,Sole_Trader,Direct_Debit
43.02,63.37,2019,500,Diesel,Limited_Company,Direct_Debit
138.21,209.77,2019,1800,Diesel,Limited_Company,Direct_Debit
39.32,66.14,2019,4000,Diesel,Partnership,Direct_Debit
122.62,183.93,2019,1200,Diesel,Sole_Trader,Direct_Debit
51.11,77.84,2019,1250,Diesel,Limited_Company,Direct_Debit
255.79,375.41,2019,2400,Diesel,Limited_Company,Direct_Debit
171.33,262.52,2019,4500,Diesel,Limited_Company,Direct_Debit
42.38,69.94,2019,1000,Diesel,Partnership,Direct_Debit
54.98,83.8,2019,900,Diesel,Limited_Company,Direct_Debit
99.49,144.21,2019,4000,Diesel,Limited_Company,Direct_Debit
54.38,80.38,2019,700,Diesel,Partnership,Direct_Debit
45.48,66.28,2019,400,Diesel,Limited_Company,Direct_Debit
48.69,78.43,2019,800,Diesel,Limited_Company,Direct_Debit
21.49,35.67,2019,2400,Diesel,Limited_Company,Direct_Debit
50.12,75.91,2019,600,Diesel,Limited_Company,Direct_Debit
81.21,135.9,2019,500,Diesel,Limited_Company,Direct_Debit
51.57,79.46,2019,1200,Diesel,Limited_Company,Direct_Debit
16.23,23.12,2019,1500,Diesel,Sole_Trader,Direct_Debit
113.68,170.01,2019,3000,Diesel,Limited_Company,Direct_Debit
45.66,74.92,2019,1500,Diesel,Sole_Trader,Direct_Debit
28.06,42.62,2019,400,Diesel,Limited_Company,Direct_Debit
33.93,48.04,2019,500,Petrol,Limited_Company,Direct_Debit
128.97,216.5,2019,3000,Diesel,Partnership,Direct_Debit
51.25,76.56,2019,1000,Diesel,Limited_Company,Direct_Debit
98.77,176.02,2019,1200,Diesel,Limited_Company,Direct_Debit
60.26,95.82,2019,1000,Diesel,Limited_Company,Direct_Debit
42.93,62.97,2019,400,Diesel,Sole_Trader,Direct_Debit
89.89,136.45,2019,1200,Diesel,Limited_Company,Direct_Debit
199.53,298.82,2019,1500,Diesel,Limited_Company,Direct_Debit
71.51,136.51,2019,1200,Diesel,Limited_Company,Direct_Debit
71.79,105.83,2019,900,Diesel,Limited_Company,Direct_Debit
33.31,50.08,2019,1000,Diesel,Limited_Company,Direct_Debit
60.23,88.24,2019,4000,Diesel,Limited_Company,Direct_Debit
54.56,89.79,2019,750,Diesel,Limited_Company,Direct_Debit
55.3,88.18,2019,1400,Diesel,Sole_Trader,Direct_Debit
131.07,199.54,2019,4000,Diesel,Sole_Trader,Direct_Debit
27.06,38.68,2019,500,Diesel,Sole_Trader,Direct_Debit
43.44,71.57,2019,1000,Diesel,Limited_Company,Direct_Debit
44.14,66.18,2019,2500,Diesel,Limited_Company,Direct_Debit
122.81,181.46,2019,2100,Diesel,Limited_Company,Direct_Debit
108.82,164.96,2019,1000,Diesel,Limited_Company,Direct_Debit
43.66,63.87,2019,1000,Diesel,Limited_Company,Direct_Debit
200.08,294.69,2019,2800,Diesel,Sole_Trader,Direct_Debit
107.31,160.67,2019,1500,Diesel,Limited_Company,Direct_Debit
46.73,76.78,2019,500,Diesel,Limited_Company,Direct_Debit
21,34.76,2019,3600,Petrol,Limited_Company,Direct_Debit
80.48,116.31,2019,4000,Diesel,Partnership,Direct_Debit
266.8,420.19,2019,2500,Diesel,Limited_Company,Direct_Debit
72.37,107.97,2019,3400,Diesel,Limited_Company,Direct_Debit
91.99,149.47,2019,4000,Diesel,Limited_Company,Direct_Debit
104.92,174.64,2019,1500,Diesel,Limited_Company,Direct_Debit
64.76,92.98,2019,1000,Diesel,Sole_Trader,Direct_Debit
120.59,187.71,2019,800,Diesel,Limited_Company,Direct_Debit
188.15,287.87,2019,1500,Diesel,Limited_Company,Direct_Debit
50.3,71.55,2019,1000,Diesel,Limited_Company,Direct_Debit
82.27,135.74,2019,600,Diesel,Limited_Company,Direct_Debit
51.24,113.62,2019,1500,Diesel,Limited_Company,Direct_Debit
71.93,112.94,2019,500,Diesel,Limited_Company,Direct_Debit
45.24,83.2,2019,1300,Diesel,Limited_Company,Direct_Debit
51.76,75.88,2019,1000,Diesel,Limited_Company,Direct_Debit
75.72,121.95,2019,600,Diesel,Limited_Company,Direct_Debit
133.71,225.12,2019,4000,Diesel,Limited_Company,Direct_Debit
116.53,179.88,2019,1000,Diesel,Limited_Company,Direct_Debit
78.28,115.43,2019,600,Diesel,Sole_Trader,Direct_Debit
37.86,55.43,2019,800,Diesel,Sole_Trader,Direct_Debit
43,68.16,2019,750,Diesel,Limited_Company,Direct_Debit
71.2,103.63,2019,3000,Diesel,Sole_Trader,Direct_Debit
140.93,211.9,2019,1200,Diesel,Limited_Company,Direct_Debit
80.25,120.97,2019,2000,Diesel,Limited_Company,Direct_Debit
31.23,45.24,2019,800,Petrol,Limited_Company,Direct_Debit
126.54,188.82,2019,2600,Diesel,Limited_Company,Direct_Debit
37.98,58.18,2019,1600,Diesel,Limited_Company,Direct_Debit
121.83,185.11,2019,1500,Diesel,Sole_Trader,Direct_Debit
57.04,91.71,2019,700,Diesel,Limited_Company,Direct_Debit
96.96,144.39,2019,3200,Diesel,Limited_Company,Direct_Debit
41.5,60.14,2019,400,Petrol,Sole_Trader,Direct_Debit
107.96,158.87,2019,1600,Diesel,Limited_Company,Direct_Debit
105.37,168.67,2019,2600,Diesel,Limited_Company,Direct_Debit
132.28,216.78,2019,1500,Diesel,Limited_Company,Direct_Debit
30.19,43.98,2019,1000,Diesel,Limited_Company,Direct_Debit
15,22.16,2019,750,Diesel,Limited_Company,Direct_Debit
44.97,84.34,2019,1800,Diesel,Sole_Trader,Direct_Debit
48.34,72.47,2019,750,Diesel,Limited_Company,Direct_Debit
30.02,46.13,2019,2000,Diesel,Sole_Trader,Direct_Debit
53.8,78.54,2019,500,Diesel,Limited_Company,Direct_Debit
62.78,95.62,2019,400,Diesel,Limited_Company,Direct_Debit
54.39,89.48,2019,1600,Diesel,Sole_Trader,Direct_Debit
92.61,172.27,2019,3000,Diesel,Limited_Company,Direct_Debit
52.61,79.75,2019,400,Diesel,Sole_Trader,Direct_Debit
32.81,50.01,2019,1000,Diesel,Limited_Company,Direct_Debit
145.94,220.26,2019,1500,Diesel,Sole_Trader,Direct_Debit
16.34,24.39,2019,400,Diesel,Sole_Trader,Direct_Debit
102.1,150.43,2019,2500,Diesel,Limited_Company,Direct_Debit
50.61,75.79,2019,500,Diesel,Limited_Company,Direct_Debit
236.97,380.97,2019,2250,Diesel,Limited_Company,Direct_Debit
217.07,310.38,2019,4000,Diesel,Limited_Company,Direct_Debit
42.58,61.92,2019,600,Diesel,Sole_Trader,Direct_Debit
63.64,95.83,2019,1500,Diesel,Limited_Company,Direct_Debit
54.44,81.65,2019,400,Diesel,Sole_Trader,Direct_Debit
56.21,83.33,2019,600,Diesel,Limited_Company,Direct_Debit
67.2,113.76,2019,1300,Diesel,Limited_Company,Direct_Debit
81.41,126.19,2019,1000,Diesel,Sole_Trader,Direct_Debit
179.03,292.78,2019,3000,Diesel,Limited_Company,Direct_Debit
21.65,36.17,2019,500,Diesel,Sole_Trader,Direct_Debit
64.37,105.98,2019,900,Diesel,Limited_Company,Direct_Debit
198.6,295.44,2019,1500,Diesel,Limited_Company,Direct_Debit
414.59,615.1,2019,4000,Diesel,Limited_Company,Direct_Debit
127.69,193.42,2019,800,Diesel,Limited_Company,Direct_Debit
48.34,77.81,2019,3500,Diesel,Limited_Company,Direct_Debit
53.87,91.31,2019,800,Diesel,Limited_Company,Direct_Debit
13.76,20.98,2019,500,Diesel,Sole_Trader,Direct_Debit
46.47,75.84,2019,1000,Diesel,Limited_Company,Direct_Debit
120.27,202.3,2019,2000,Diesel,Limited_Company,Direct_Debit
6.56,12.72,2019,1200,Diesel,Limited_Company,Direct_Debit
61.25,99.54,2019,500,Diesel,Limited_Company,Direct_Debit
5.41,8.33,2019,600,Diesel,Sole_Trader,Direct_Debit
67.55,100.23,2019,1250,Diesel,Sole_Trader,Direct_Debit
115.18,189.66,2019,1500,Diesel,Limited_Company,Direct_Debit
66.96,98.05,2019,1500,Diesel,Limited_Company,Direct_Debit
55.93,96.06,2019,1400,Diesel,Limited_Company,Direct_Debit
86.74,141.43,2019,3500,Diesel,Limited_Company,Direct_Debit
27.81,43.42,2019,500,Diesel,Limited_Company,Direct_Debit
69.69,102.41,2019,1500,Diesel,Limited_Company,Direct_Debit
44.15,67.07,2019,1500,Diesel,Sole_Trader,Direct_Debit
44.27,69.97,2019,400,Diesel,Sole_Trader,Direct_Debit
100.85,163.76,2019,1000,Diesel,Limited_Company,Direct_Debit
125.13,185.87,2019,800,Diesel,Limited_Company,Direct_Debit
1439.07,2054.23,2019,3000,Diesel,Limited_Company,Direct_Debit
45.02,82.2,2019,800,Petrol,Limited_Company,Direct_Debit
45.35,80.85,2019,700,Diesel,Sole_Trader,Direct_Debit
115.73,183.93,2019,1200,Diesel,Limited_Company,Direct_Debit
37.92,58.74,2019,750,Diesel,Limited_Company,Direct_Debit
125.49,181.63,2019,750,Diesel,Limited_Company,Direct_Debit
390,564.21,2019,1000,Diesel,Limited_Company,Direct_Debit
44.89,68.41,2019,400,Diesel,Sole_Trader,Direct_Debit
121.14,178.67,2019,3000,Diesel,Sole_Trader,Direct_Debit
168.17,256.73,2019,2400,Diesel,Limited_Company,Direct_Debit
6.02,8.54,2020,500,Diesel,Sole_Trader,Direct_Debit
57.91,86.33,2020,800,Diesel,Limited_Company,Direct_Debit
226.59,341.11,2020,2000,Diesel,Limited_Company,Direct_Debit
10.76,16.37,2020,4000,Diesel,Limited_Company,Direct_Debit
108.49,171.81,2020,1000,Diesel,Limited_Company,Direct_Debit
22.78,33.59,2020,1600,Diesel,Limited_Company,Direct_Debit
422.12,692.55,2020,4000,Diesel,Partnership,Direct_Debit
59.54,121.5,2020,700,Diesel,Limited_Company,Direct_Debit
133.86,214.48,2020,3000,Diesel,Limited_Company,Direct_Debit
68.49,113.38,2020,1200,Diesel,Limited_Company,Direct_Debit
552.93,828.9,2020,2000,Diesel,Limited_Company,Direct_Debit
21.75,32.78,2020,700,Diesel,Sole_Trader,Direct_Debit
41,58.39,2020,400,Diesel,Limited_Company,Direct_Debit
129.46,194.26,2020,2700,Diesel,Limited_Company,Direct_Debit
95.37,152.79,2020,1600,Diesel,Limited_Company,Direct_Debit
101.68,163.32,2020,2200,Diesel,Limited_Company,Direct_Debit
38.04,57.34,2020,1300,Diesel,Limited_Company,Direct_Debit
104.48,155.63,2020,1400,Diesel,Limited_Company,Direct_Debit
55.29,85.47,2020,1250,Diesel,Limited_Company,Direct_Debit
72.97,109.28,2020,500,Diesel,Limited_Company,Direct_Debit
42.76,61.25,2020,600,Diesel,Limited_Company,Direct_Debit
33.19,47.8,2020,500,Diesel,Sole_Trader,Direct_Debit
57.19,82.25,2020,400,Diesel,Sole_Trader,Direct_Debit
46.21,72.6,2020,900,Diesel,Limited_Company,Direct_Debit
54.9,78.47,2020,2000,Diesel,Limited_Company,Direct_Debit
168.4,252.53,2020,4400,Diesel,Limited_Company,Direct_Debit
162.03,238.78,2020,1200,Diesel,Limited_Company,Direct_Debit
103.95,179.09,2020,2000,Diesel,Limited_Company,Direct_Debit
100.68,155.98,2020,3000,Diesel,Limited_Company,Direct_Debit
121.08,187.58,2020,3000,Diesel,Limited_Company,Direct_Debit
157.52,251.94,2020,2100,Diesel,Limited_Company,Direct_Debit
257.06,411.94,2020,3200,Diesel,Limited_Company,Direct_Debit
93.86,140.01,2020,3750,Diesel,Limited_Company,Direct_Debit
597.71,933.72,2020,4800,Petrol,Sole_Trader,Direct_Debit
26.59,38.08,2020,2000,Diesel,Limited_Company,Direct_Debit
41.64,61.63,2020,2000,Diesel,Limited_Company,Direct_Debit
73.53,146.61,2020,1250,Diesel,Limited_Company,Direct_Debit
34.43,55.17,2020,500,Diesel,Limited_Company,Direct_Debit
27,42.53,2020,500,Diesel,Limited_Company,Direct_Debit
172.37,279.6,2020,4500,Diesel,Limited_Company,Direct_Debit
265.64,404.57,2020,2000,Diesel,Limited_Company,Direct_Debit
59.74,87.93,2020,1000,Diesel,Limited_Company,Direct_Debit
69.11,105.91,2020,700,Diesel,Limited_Company,Direct_Debit
55.92,89.62,2020,2000,Diesel,Limited_Company,Direct_Debit
120.23,191.12,2020,2250,Diesel,Sole_Trader,Direct_Debit
110.7,170.5,2020,1000,Diesel,Sole_Trader,Direct_Debit
71.87,111.89,2020,500,Diesel,Sole_Trader,Direct_Debit
57.36,92.56,2020,800,Diesel,Sole_Trader,Direct_Debit
131,210.09,2020,1500,Diesel,Limited_Company,Direct_Debit
106.13,181.28,2020,1400,Diesel,Limited_Company,Direct_Debit
72.42,109.18,2020,500,Diesel,Limited_Company,Direct_Debit
61.14,91.15,2020,750,Petrol,Sole_Trader,Direct_Debit
62.21,100.27,2020,500,Diesel,Limited_Company,Direct_Debit
249.55,432.64,2020,4500,Petrol,Limited_Company,Direct_Debit
34.36,61.73,2020,400,Petrol,Sole_Trader,Direct_Debit
305.08,452.88,2020,2000,Diesel,Limited_Company,Direct_Debit
208.25,333.68,2020,2000,Diesel,Sole_Trader,Direct_Debit
250.75,393.08,2020,3600,Diesel,Sole_Trader,Direct_Debit
150,224.37,2020,1500,Diesel,Limited_Company,Direct_Debit
27.03,40.29,2020,800,Diesel,Limited_Company,Direct_Debit
68.05,105,2020,500,Diesel,Limited_Company,Direct_Debit
40.22,60.82,2020,500,Diesel,Limited_Company,Direct_Debit
225.94,341.16,2020,2000,Diesel,Limited_Company,Direct_Debit
171.96,258.49,2020,3000,Petrol,Limited_Company,Direct_Debit
109.44,184.91,2020,1400,Diesel,Limited_Company,Direct_Debit
61.81,89.6,2020,1300,Petrol,Partnership,Direct_Debit
10.75,17.09,2020,800,Diesel,Limited_Company,Direct_Debit
39.35,62.63,2020,1250,Diesel,Limited_Company,Direct_Debit
27.39,43.38,2020,500,Diesel,Limited_Company,Direct_Debit
59.05,87.03,2020,500,Diesel,Limited_Company,Direct_Debit
38.83,60.64,2020,500,Diesel,Limited_Company,Direct_Debit
71.6,114.59,2020,500,Diesel,Limited_Company,Direct_Debit
128.08,199.7,2020,4500,Diesel,Limited_Company,Direct_Debit
193.65,305.29,2020,2100,Diesel,Limited_Company,Direct_Debit
32.82,48.12,2020,600,Petrol,Limited_Company,Direct_Debit
51.78,75.46,2020,900,Diesel,Limited_Company,Direct_Debit
65.78,103.72,2020,750,Diesel,Limited_Company,Direct_Debit
72.82,112.1,2020,1000,Diesel,Sole_Trader,Direct_Debit
190.3,297.04,2020,2000,Diesel,Limited_Company,Direct_Debit
40.81,58.16,2020,500,Diesel,Sole_Trader,Direct_Debit
32.71,50.82,2020,800,Diesel,Sole_Trader,Direct_Debit
28.36,41.11,2020,500,Diesel,Limited_Company,Direct_Debit
66.82,110.59,2020,3000,Diesel,Limited_Company,Direct_Debit
55.33,79.9,2020,1200,Diesel,Partnership,Direct_Debit
121.1,182.4,2020,2000,Diesel,Limited_Company,Direct_Debit
43,64.53,2020,400,Diesel,Sole_Trader,Direct_Debit
54.38,87.79,2020,600,Diesel,Limited_Company,Direct_Debit
63.66,91.49,2020,750,Diesel,Limited_Company,Direct_Debit
39.92,60,2020,900,Diesel,Limited_Company,Direct_Debit
56.8,88.51,2020,400,Diesel,Sole_Trader,Direct_Debit
16.24,25.66,2020,500,Diesel,Limited_Company,Direct_Debit
214.48,335.66,2020,2500,Petrol,Sole_Trader,Direct_Debit
73.89,115.82,2020,500,Diesel,Limited_Company,Direct_Debit
65.63,108.01,2020,4000,Diesel,Partnership,Direct_Debit
172.31,246.43,2020,1500,Diesel,Sole_Trader,Direct_Debit
21.48,34.1,2020,400,Diesel,Sole_Trader,Direct_Debit
59.3,86.02,2020,1000,Diesel,Limited_Company,Direct_Debit
155.25,231.82,2020,1500,Diesel,Sole_Trader,Direct_Debit
20.1,31.04,2020,4000,Diesel,Limited_Company,Direct_Debit
227.31,372.98,2020,3000,Diesel,Limited_Company,Direct_Debit
22.74,32.88,2020,600,Petrol,Limited_Company,Direct_Debit
119.53,173.7,2020,4500,Diesel,Limited_Company,Direct_Debit
196.27,293.33,2020,4500,Diesel,Limited_Company,Direct_Debit
31.4,57.68,2020,500,Petrol,Limited_Company,Direct_Debit
66.19,103.99,2020,900,Diesel,Sole_Trader,Direct_Debit
28.34,56.04,2020,500,Petrol,Sole_Trader,Direct_Debit
79.96,148.4,2020,1500,Diesel,Limited_Company,Direct_Debit
73.16,107.95,2020,1500,Diesel,Limited_Company,Direct_Debit
18.12,26.57,2020,500,Diesel,Limited_Company,Direct_Debit
28.38,42.5,2020,500,Diesel,Limited_Company,Direct_Debit
53.79,77.69,2020,500,Diesel,Sole_Trader,Direct_Debit
30.6,45.17,2020,400,Petrol,Sole_Trader,Direct_Debit
80,118.89,2020,2000,Diesel,Limited_Company,Direct_Debit
63.29,95.76,2020,400,Diesel,Limited_Company,Direct_Debit
246.99,379.2,2020,4000,Diesel,Limited_Company,Direct_Debit
56.84,85.87,2020,1000,Diesel,Limited_Company,Direct_Debit
71.12,113.86,2020,500,Diesel,Limited_Company,Direct_Debit
51.8,75.2,2020,2500,Diesel,Sole_Trader,Direct_Debit
90.48,174.95,2020,800,Petrol,Limited_Company,Direct_Debit
337.52,495.19,2020,3200,Diesel,Limited_Company,Direct_Debit
27.11,41.32,2020,500,Diesel,Limited_Company,Direct_Debit
172.01,276.14,2020,3750,Diesel,Limited_Company,Direct_Debit
99.72,161.84,2020,2000,Diesel,Limited_Company,Direct_Debit
95.44,143.88,2020,1000,Diesel,Limited_Company,Direct_Debit
67.35,138.82,2020,500,Diesel,Limited_Company,Direct_Debit
16.22,23.75,2020,750,Diesel,Limited_Company,Direct_Debit
369.45,579.22,2020,4000,Diesel,Limited_Company,Direct_Debit
136.1,243.65,2020,2100,Petrol,Limited_Company,Direct_Debit
73,106.68,2020,1000,Diesel,Limited_Company,Direct_Debit
27.46,40,2020,500,Diesel,Sole_Trader,Direct_Debit
64.56,98.72,2020,1000,Diesel,Limited_Company,Direct_Debit
61.98,92.29,2020,400,Diesel,Sole_Trader,Direct_Debit
89.88,153.02,2020,800,Diesel,Limited_Company,Direct_Debit
137.13,243.3,2020,1600,Diesel,Sole_Trader,Direct_Debit
196.18,290.07,2020,750,Diesel,Limited_Company,Direct_Debit
155.02,224.21,2020,1000,Diesel,Limited_Company,Direct_Debit
269.09,395.21,2020,3000,Diesel,Sole_Trader,Direct_Debit
85.12,131.97,2020,1200,Diesel,Limited_Company,Direct_Debit
62.49,96.82,2020,1000,Petrol,Limited_Company,Direct_Debit
160.8,251.91,2020,1200,Diesel,Limited_Company,Direct_Debit
65.48,99.08,2020,600,Diesel,Limited_Company,Direct_Debit
46.68,68.16,2020,500,Diesel,Limited_Company,Direct_Debit
11,16.68,2020,400,Diesel,Sole_Trader,Direct_Debit
61.55,98.52,2020,1500,Diesel,Limited_Company,Direct_Debit
136.22,208.45,2020,2000,Diesel,Limited_Company,Direct_Debit
168.02,267.28,2020,2250,Diesel,Limited_Company,Direct_Debit
67.21,99.01,2020,500,Diesel,Limited_Company,Direct_Debit
177.05,281.76,2020,1500,Diesel,Limited_Company,Direct_Debit
151.91,247.29,2020,2000,Diesel,Limited_Company,Direct_Debit
49.21,77.5,2020,750,Diesel,Limited_Company,Direct_Debit
87.67,125.4,2020,1500,Petrol,Limited_Company,Direct_Debit
129.21,192.48,2020,4000,Diesel,Limited_Company,Direct_Debit
85.28,126.6,2020,800,Diesel,Limited_Company,Direct_Debit
85.33,163.82,2020,3000,Diesel,Limited_Company,Direct_Debit
152.24,254.53,2020,1500,Diesel,Limited_Company,Direct_Debit
53.59,85.8,2020,600,Diesel,Limited_Company,Direct_Debit
98.57,155.64,2020,1000,Petrol,Limited_Company,Direct_Debit
400,567.52,2020,1000,Diesel,Sole_Trader,Direct_Debit
174.24,254.45,2020,2000,Diesel,Sole_Trader,Direct_Debit
79.67,126.09,2020,500,Diesel,Limited_Company,Direct_Debit
49.32,109.96,2020,500,Diesel,Sole_Trader,Direct_Debit
80.61,115.86,2020,1500,Diesel,Sole_Trader,Direct_Debit
36.98,56.68,2020,1000,Diesel,Partnership,Direct_Debit
102.71,151.34,2020,1500,Diesel,Sole_Trader,Direct_Debit
292.51,452.38,2020,2400,Diesel,Limited_Company,Direct_Debit
52.73,78.2,2020,500,Diesel,Limited_Company,Direct_Debit
114.23,171.48,2020,2000,Diesel,Limited_Company,Direct_Debit
69.58,107.1,2020,800,Diesel,Limited_Company,Direct_Debit
26.9,41.04,2020,400,Diesel,Limited_Company,Direct_Debit
365.43,539.4,2020,4000,Diesel,Limited_Company,Direct_Debit
68.97,106.97,2020,1000,Diesel,Limited_Company,Direct_Debit
48.8,71.86,2020,3500,Diesel,Limited_Company,Direct_Debit
50,72.17,2020,650,Diesel,Sole_Trader,Direct_Debit
85.33,172.39,2020,400,Diesel,Limited_Company,Direct_Debit
60,92.96,2020,400,Diesel,Limited_Company,Direct_Debit
182.71,289.2,2020,3600,Diesel,Limited_Company,Direct_Debit
48.65,72.85,2020,1500,Diesel,Limited_Company,Direct_Debit
132.75,210.35,2020,1000,Diesel,Limited_Company,Direct_Debit
287.46,415.24,2020,4000,Diesel,Limited_Company,Direct_Debit
67.43,105.48,2020,500,Diesel,Sole_Trader,Direct_Debit
76.38,120.64,2020,425,Diesel,Limited_Company,Direct_Debit
72.12,114.17,2020,500,Diesel,Limited_Company,Direct_Debit
92.73,139.69,2020,2000,Diesel,Limited_Company,Direct_Debit
94.78,142.5,2020,1000,Diesel,Limited_Company,Direct_Debit
183.71,270.05,2020,2000,Diesel,Sole_Trader,Direct_Debit
67.06,106.9,2020,800,Diesel,Sole_Trader,Direct_Debit
133.75,231.64,2020,3600,Diesel,Limited_Company,Direct_Debit
70.54,108.77,2020,500,Diesel,Sole_Trader,Direct_Debit
343.33,490,2020,500,Diesel,Sole_Trader,Direct_Debit
85.04,131.01,2020,800,Diesel,Sole_Trader,Direct_Debit
247,388.04,2020,1750,Diesel,Partnership,Direct_Debit
336.94,505.43,2020,3000,Diesel,Sole_Trader,Direct_Debit
52.67,83.03,2020,400,Diesel,Limited_Company,Direct_Debit
79.67,117.04,2020,2000,Diesel,Sole_Trader,Direct_Debit
11.18,16.67,2020,550,Diesel,Limited_Company,Direct_Debit
59.48,99.74,2020,4000,Diesel,Limited_Company,Direct_Debit
67.56,119.48,2020,2000,Diesel,Limited_Company,Direct_Debit
116.55,171.13,2020,1000,Diesel,Limited_Company,Direct_Debit
125.08,242.21,2020,3000,Diesel,Limited_Company,Direct_Debit
68.68,105.06,2020,3500,Diesel,Limited_Company,Direct_Debit
83.65,133.38,2020,800,Diesel,Limited_Company,Direct_Debit
140.07,211.59,2020,1500,Diesel,Limited_Company,Direct_Debit
37.12,57.23,2020,500,Diesel,Limited_Company,Direct_Debit
182.48,291.82,2020,2400,Diesel,Limited_Company,Direct_Debit
602.35,909.91,2020,2000,Diesel,Limited_Company,Direct_Debit
40.94,58.99,2020,1000,Petrol,Limited_Company,Direct_Debit
21.52,33.4,2020,500,Diesel,Limited_Company,Direct_Debit
58.27,87.67,2020,450,Diesel,Limited_Company,Direct_Debit
189.03,299.95,2020,1200,Diesel,Limited_Company,Direct_Debit
25.17,51.11,2020,1250,Petrol,Limited_Company,Direct_Debit
133.02,203.79,2020,2000,Diesel,Limited_Company,Direct_Debit
62.8,102.53,2020,1500,Diesel,Limited_Company,Direct_Debit
66.94,98.13,2020,750,Diesel,Limited_Company,Direct_Debit
76.14,119.61,2020,1000,Diesel,Limited_Company,Direct_Debit
62.74,96.4,2020,500,Diesel,Limited_Company,Direct_Debit
48.16,69.67,2020,800,Diesel,Limited_Company,Direct_Debit
16.7,26.01,2020,400,Diesel,Limited_Company,Direct_Debit
52.32,85.31,2020,1500,Diesel,Limited_Company,Direct_Debit
82.31,123.17,2020,1000,Diesel,Limited_Company,Direct_Debit
60.84,91.69,2020,750,Diesel,Limited_Company,Direct_Debit
73.69,109.51,2020,600,Diesel,Limited_Company,Direct_Debit
56.17,82.85,2020,1000,Diesel,Limited_Company,Direct_Debit
91.91,137.87,2020,3000,Diesel,Limited_Company,Direct_Debit
28.23,41.15,2020,500,Diesel,Sole_Trader,Direct_Debit
59.31,86.09,2020,800,Diesel,Sole_Trader,Direct_Debit
37.63,55.33,2020,700,Diesel,Sole_Trader,Direct_Debit
134.08,230.85,2020,2000,Diesel,Limited_Company,Direct_Debit
83.79,129.67,2020,1500,Diesel,Limited_Company,Direct_Debit
62.56,97.73,2020,500,Diesel,Sole_Trader,Direct_Debit
50.63,100.74,2016,4800,Diesel,Limited_Company,Direct_Debit
68.31,110.57,2020,500,Diesel,Limited_Company,Direct_Debit
58.46,87.64,2020,500,Diesel,Limited_Company,Direct_Debit
60.82,91.14,2020,600,Diesel,Limited_Company,Direct_Debit
546.2,802.61,2020,4000,Diesel,Limited_Company,Direct_Debit
64.27,100.06,2020,500,Diesel,Limited_Company,Direct_Debit
100.89,164.24,2020,1000,Petrol,Limited_Company,Direct_Debit
73.17,110.3,2020,1000,Diesel,Limited_Company,Direct_Debit
126.97,184.85,2020,2000,Diesel,Sole_Trader,Direct_Debit
61.37,95.69,2020,750,Diesel,Partnership,Direct_Debit
99.09,142.01,2020,1600,Diesel,Sole_Trader,Direct_Debit
131.67,200.68,2020,1000,Diesel,Sole_Trader,Direct_Debit
29.31,42.46,2020,1000,Diesel,Limited_Company,Direct_Debit
56.32,87.95,2020,800,Diesel,Limited_Company,Direct_Debit
15.96,25.97,2020,500,Diesel,Sole_Trader,Direct_Debit
46.01,64.53,2020,1000,Diesel,Limited_Company,Direct_Debit
30.63,46.15,2020,500,Diesel,Limited_Company,Direct_Debit
10,14.37,2020,1500,Diesel,Limited_Company,Direct_Debit
141.89,219.83,2020,4000,Diesel,Sole_Trader,Direct_Debit
283.99,465.34,2020,4000,Diesel,Limited_Company,Direct_Debit
79.83,114.35,2020,1500,Petrol,Limited_Company,Direct_Debit
131.95,208.16,2020,1500,Diesel,Limited_Company,Direct_Debit
74.19,123.65,2020,600,Petrol,Limited_Company,Direct_Debit
94.61,149.11,2020,1500,Diesel,Limited_Company,Direct_Debit
38.3,56.68,2020,1200,Diesel,Limited_Company,Direct_Debit
140.28,220.16,2020,1200,Diesel,Sole_Trader,Direct_Debit
66.96,102.42,2020,750,Diesel,Limited_Company,Direct_Debit
58.76,90.51,2020,500,Diesel,Sole_Trader,Direct_Debit
88.42,139.4,2020,2800,Diesel,Limited_Company,Direct_Debit
